Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-08-29 09:45:00,144.689,-0.0083618,2024-08-29 14:15:00,145.393,0.100304,0.704,0.49%,36.0,-14.0,10.0,-4.0
USDJPY,60m,2024-08-29 08:00:00,144.728,0.0094634,2024-08-29 14:00:00,145.393,0.0734248,0.665,0.46%,36.0,-14.0,-14.0,-28.0
USDJPY,90m,2024-08-27 07:30:00,144.997,0.1126901,2024-08-29 13:30:00,145.393,0.0576197,0.396,0.27%,36.0,-14.0,-0.0,-14.0
EURUSD,15m,2024-08-29 12:30:00,1.1101,0.0001367,2024-08-29 14:15:00,1.1089,2.16e-05,-0.0012,-0.11%,67.0,17.0,0.0,17.0
EURUSD,60m,2024-08-29 11:00:00,1.1101,-0.0002234,2024-08-29 14:00:00,1.1089,-0.0003278,-0.0012,-0.11%,67.0,17.0,0.0,17.0
EURUSD,90m,2024-08-29 04:30:00,1.114,0.0001981,2024-08-29 13:30:00,1.1089,-0.0002914,-0.0051,-0.45%,67.0,17.0,0.0,17.0
GBPUSD,15m,2024-08-29 13:15:00,1.3182,-0.0001064,2024-08-29 14:15:00,1.3164,-0.0002734,-0.0018,-0.14%,93.0,43.0,0.0,43.0
GBPUSD,60m,2024-08-29 08:00:00,1.3221,0.0004031,2024-08-29 14:00:00,1.3164,-0.0003666,-0.0057,-0.43%,93.0,43.0,0.0,43.0
GBPUSD,90m,2024-08-29 06:00:00,1.3222,6.83e-05,2024-08-29 13:30:00,1.3164,-0.0003354,-0.0058,-0.44%,93.0,43.0,0.0,43.0
AUDUSD,15m,2024-08-29 13:45:00,0.6805,-0.0002363,2024-08-29 14:15:00,0.6795,-0.0003444,-0.0009,-0.14%,90.0,40.0,-10.0,30.0
AUDUSD,60m,2024-08-29 11:00:00,0.6823,0.0003243,2024-08-29 14:00:00,0.6795,-9e-06,-0.0028,-0.41%,90.0,40.0,0.0,40.0
AUDUSD,90m,2024-08-29 10:30:00,0.6823,0.0003638,2024-08-29 13:30:00,0.6795,0.0001509,-0.0028,-0.41%,90.0,40.0,11.0,51.0
USDCAD,15m,2024-08-29 10:30:00,1.3458,1.41e-05,2024-08-29 14:15:00,1.3483,0.0003135,0.0025,0.18%,7.0,-43.0,0.0,-43.0
USDCAD,60m,2024-08-29 09:00:00,1.3467,-0.0001544,2024-08-29 14:00:00,1.3483,0.0001123,0.0016,0.12%,7.0,-43.0,14.0,-29.0
USDCAD,90m,2024-08-28 18:00:00,1.3481,0.000481,2024-08-29 13:30:00,1.3483,9.64e-05,0.0002,0.01%,7.0,-43.0,-11.0,-54.0
