Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %,Evaluation,MACD-Price Evaluation,EVALUATION
USDJPY,15m,2024-08-28 20:30:00,144.728,0.000445,2024-08-28 23:00:00,144.392,-0.0346965,-0.336,-0.23%,48.0,-2.0,0.0,-2.0
USDJPY,60m,2024-08-28 14:00:00,144.847,0.062128,2024-08-28 23:00:00,144.392,-0.0122064,-0.455,-0.31%,48.0,-2.0,0.0,-2.0
USDJPY,90m,2024-08-27 07:30:00,144.997,0.1126901,2024-08-28 22:30:00,144.392,0.0193061,-0.605,-0.42%,48.0,-2.0,0.0,-2.0
EURUSD,15m,2024-08-28 20:15:00,1.112,9.96e-05,2024-08-28 23:00:00,1.1125,0.0001261,0.0005,0.04%,76.0,26.0,0.0,26.0
EURUSD,60m,2024-08-28 15:00:00,1.1133,-0.0004446,2024-08-28 23:00:00,1.1125,6.21e-05,-0.0009,-0.08%,76.0,26.0,28.0,54.0
EURUSD,90m,2024-08-27 18:00:00,1.1189,3.77e-05,2024-08-28 22:30:00,1.1125,-0.00026,-0.0065,-0.58%,76.0,26.0,11.0,37.0
GBPUSD,15m,2024-08-28 17:45:00,1.3187,-0.0001535,2024-08-28 23:00:00,1.3194,0.0002143,0.0007,0.05%,91.0,41.0,10.0,51.0
GBPUSD,60m,2024-08-28 15:00:00,1.3214,-0.0005688,2024-08-28 23:00:00,1.3194,-0.0002103,-0.002,-0.15%,91.0,41.0,14.0,55.0
GBPUSD,90m,2024-08-27 19:30:00,1.3262,0.0004059,2024-08-28 22:30:00,1.3194,-0.0006253,-0.0069,-0.52%,91.0,41.0,-11.0,30.0
AUDUSD,15m,2024-08-28 22:00:00,0.679,0.0001848,2024-08-28 23:00:00,0.6786,0.0001042,-0.0004,-0.05%,87.0,37.0,0.0,37.0
AUDUSD,60m,2024-08-28 15:00:00,0.6793,-0.000184,2024-08-28 23:00:00,0.6786,-9.1e-06,-0.0007,-0.10%,87.0,37.0,0.0,37.0
AUDUSD,90m,2024-08-28 01:30:00,0.6802,9.94e-05,2024-08-28 22:30:00,0.6786,-0.0001327,-0.0016,-0.23%,87.0,37.0,0.0,37.0
USDCAD,15m,2024-08-28 21:45:00,1.348,-2.93e-05,2024-08-28 23:00:00,1.3478,-5.37e-05,-0.0002,-0.02%,12.0,-38.0,0.0,-38.0
USDCAD,60m,2024-08-28 06:00:00,1.3464,0.0002689,2024-08-28 23:00:00,1.3478,0.000209,0.0014,0.10%,12.0,-38.0,-0.0,-38.0
USDCAD,90m,2024-08-27 12:00:00,1.3473,0.0001652,2024-08-28 22:30:00,1.3478,0.0004323,0.0005,0.03%,12.0,-38.0,0.0,-38.0
