Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-28 20:30:00,144.7280,0.0004450,2024-08-28 23:15:00,144.4090,-0.0321479,-0.3190,-0.22%,48.00%
USDJPY,60m,2024-08-28 14:00:00,144.8470,0.0621280,2024-08-28 23:00:00,144.4090,-0.0111216,-0.4380,-0.30%,48.00%
USDJPY,90m,2024-08-27 07:30:00,144.9970,0.1126901,2024-08-28 22:30:00,144.4090,0.0203909,-0.5880,-0.41%,48.00%
EURUSD,15m,2024-08-28 20:15:00,1.1120,0.0000996,2024-08-28 23:15:00,1.1126,0.0001287,0.0006,0.06%,76.00%
EURUSD,60m,2024-08-28 15:00:00,1.1133,-0.0004446,2024-08-28 23:00:00,1.1126,0.0000700,-0.0007,-0.07%,76.00%
EURUSD,90m,2024-08-27 18:00:00,1.1189,0.0000377,2024-08-28 22:30:00,1.1126,-0.0002521,-0.0063,-0.57%,76.00%
GBPUSD,15m,2024-08-28 17:45:00,1.3187,-0.0001535,2024-08-28 23:15:00,1.3192,0.0001770,0.0005,0.04%,91.00%
GBPUSD,60m,2024-08-28 15:00:00,1.3214,-0.0005688,2024-08-28 23:00:00,1.3192,-0.0002226,-0.0022,-0.17%,91.00%
GBPUSD,90m,2024-08-27 19:30:00,1.3262,0.0004059,2024-08-28 22:30:00,1.3192,-0.0006375,-0.0071,-0.53%,91.00%
AUDUSD,15m,2024-08-28 22:00:00,0.6790,0.0001848,2024-08-28 23:15:00,0.6786,0.0000730,-0.0004,-0.06%,87.00%
AUDUSD,60m,2024-08-28 15:00:00,0.6793,-0.0001840,2024-08-28 23:00:00,0.6786,-0.0000114,-0.0007,-0.10%,87.00%
AUDUSD,90m,2024-08-28 01:30:00,0.6802,0.0000994,2024-08-28 22:30:00,0.6786,-0.0001351,-0.0016,-0.23%,87.00%
USDCAD,15m,2024-08-28 21:45:00,1.3480,-0.0000293,2024-08-28 23:15:00,1.3477,-0.0000504,-0.0002,-0.02%,12.00%
USDCAD,60m,2024-08-28 06:00:00,1.3464,0.0002689,2024-08-28 23:00:00,1.3477,0.0002083,0.0014,0.10%,12.00%
USDCAD,90m,2024-08-27 12:00:00,1.3473,0.0001652,2024-08-28 22:30:00,1.3477,0.0004317,0.0004,0.03%,12.00%
