Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-26 19:30:00,144.6260,-0.0003078,2024-08-27 00:15:00,144.3240,-0.0387704,-0.3020,-0.21%,48.00%
USDJPY,60m,2024-08-26 20:00:00,144.5650,0.1258046,2024-08-27 00:00:00,144.3240,0.1044817,-0.2410,-0.17%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-27 00:00:00,144.3240,0.1005761,-2.0010,-1.37%,48.00%
EURUSD,15m,2024-08-26 18:00:00,1.1178,0.0001291,2024-08-27 00:15:00,1.1169,-0.0000075,-0.0009,-0.08%,87.00%
EURUSD,60m,2024-08-26 15:00:00,1.1179,-0.0003980,2024-08-27 00:00:00,1.1169,-0.0002568,-0.0010,-0.09%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-27 00:00:00,1.1169,-0.0003596,-0.0033,-0.29%,87.00%
GBPUSD,15m,2024-08-26 18:00:00,1.3206,0.0000949,2024-08-27 00:15:00,1.3193,-0.0000129,-0.0013,-0.10%,93.00%
GBPUSD,60m,2024-08-26 15:00:00,1.3204,-0.0004347,2024-08-27 00:00:00,1.3193,-0.0003687,-0.0011,-0.09%,93.00%
GBPUSD,90m,2024-08-26 16:30:00,1.3199,-0.0004903,2024-08-27 00:00:00,1.3193,-0.0005334,-0.0006,-0.05%,93.00%
AUDUSD,15m,2024-08-26 19:45:00,0.6780,-0.0000251,2024-08-27 00:15:00,0.6777,-0.0000378,-0.0002,-0.03%,87.00%
AUDUSD,60m,2024-08-23 21:00:00,0.6798,0.0007359,2024-08-27 00:00:00,0.6777,-0.0001689,-0.0020,-0.30%,87.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-27 00:00:00,0.6777,-0.0002180,-0.0020,-0.29%,87.00%
USDCAD,15m,2024-08-26 19:00:00,1.3478,0.0000681,2024-08-27 00:15:00,1.3477,0.0001242,-0.0001,-0.01%,11.00%
USDCAD,60m,2024-08-26 16:00:00,1.3485,-0.0000275,2024-08-27 00:00:00,1.3477,0.0000473,-0.0008,-0.06%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-27 00:00:00,1.3479,0.0000118,-0.0134,-0.99%,11.00%
