Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-05 09:00:00,143.7080,0.0415585,2024-09-05 10:30:00,143.4540,0.0087656,-0.2540,-0.18%,36.00%
USDJPY,60m,2024-09-05 03:00:00,143.8280,0.0048795,2024-09-05 10:00:00,143.4540,0.0425064,-0.3740,-0.26%,36.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646884,2024-09-05 10:30:00,143.4550,-0.0033566,-3.5560,-2.42%,36.00%
EURUSD,15m,2024-09-05 10:00:00,1.1102,0.0001847,2024-09-05 10:30:00,1.1099,0.0001285,-0.0004,-0.03%,67.00%
EURUSD,60m,2024-09-04 23:00:00,1.1088,0.0002009,2024-09-05 10:00:00,1.1099,0.0000954,0.0011,0.10%,67.00%
EURUSD,90m,2024-09-02 19:30:00,1.1075,0.0003310,2024-09-05 10:30:00,1.1099,0.0002122,0.0023,0.21%,67.00%
GBPUSD,15m,2024-09-05 09:45:00,1.3170,0.0002270,2024-09-05 10:30:00,1.3160,0.0001374,-0.0009,-0.07%,90.00%
GBPUSD,60m,2024-09-05 09:00:00,1.3170,0.0000674,2024-09-05 10:00:00,1.3160,0.0000780,-0.0009,-0.07%,90.00%
GBPUSD,90m,2024-09-04 09:00:00,1.3123,0.0002407,2024-09-05 10:30:00,1.3160,0.0002121,0.0038,0.29%,90.00%
AUDUSD,15m,2024-09-05 09:45:00,0.6734,0.0001098,2024-09-05 10:30:00,0.6726,0.0000567,-0.0008,-0.11%,67.00%
AUDUSD,60m,2024-09-05 09:00:00,0.6734,0.0000703,2024-09-05 10:00:00,0.6726,0.0000549,-0.0008,-0.11%,67.00%
AUDUSD,90m,2024-09-04 13:30:00,0.6733,0.0004000,2024-09-05 10:30:00,0.6726,0.0001923,-0.0007,-0.11%,67.00%
USDCAD,15m,2024-09-05 08:15:00,1.3513,0.0000624,2024-09-05 10:30:00,1.3508,-0.0000207,-0.0005,-0.03%,14.00%
USDCAD,60m,2024-09-04 18:00:00,1.3523,-0.0004684,2024-09-05 10:00:00,1.3508,0.0000327,-0.0015,-0.11%,14.00%
USDCAD,90m,2024-09-04 12:00:00,1.3558,-0.0000525,2024-09-05 10:30:00,1.3508,-0.0001491,-0.0049,-0.36%,14.00%
