Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-26 17:30:00,144.5700,0.0288862,2024-08-26 19:00:00,144.5400,-0.0030564,-0.0300,-0.02%,48.00%
USDJPY,60m,2024-08-26 06:00:00,144.0520,-0.0342213,2024-08-26 19:00:00,144.5400,0.1301958,0.4880,0.34%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-26 18:00:00,144.5400,0.1015191,-1.7850,-1.22%,48.00%
EURUSD,15m,2024-08-26 18:00:00,1.1178,0.0001278,2024-08-26 19:00:00,1.1171,0.0000731,-0.0007,-0.07%,87.00%
EURUSD,60m,2024-08-26 15:00:00,1.1179,-0.0003981,2024-08-26 19:00:00,1.1171,-0.0002679,-0.0009,-0.08%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-26 18:00:00,1.1171,-0.0003477,-0.0031,-0.28%,87.00%
GBPUSD,15m,2024-08-26 18:00:00,1.3206,0.0000932,2024-08-26 19:00:00,1.3192,0.0000144,-0.0014,-0.10%,93.00%
GBPUSD,60m,2024-08-26 15:00:00,1.3204,-0.0004348,2024-08-26 17:00:00,1.3194,-0.0004557,-0.0010,-0.08%,93.00%
GBPUSD,90m,2024-08-26 16:30:00,1.3199,-0.0004903,2024-08-26 18:00:00,1.3192,-0.0005191,-0.0007,-0.05%,93.00%
AUDUSD,15m,2024-08-26 18:00:00,0.6785,0.0000719,2024-08-26 19:00:00,0.6778,0.0000034,-0.0007,-0.10%,88.00%
AUDUSD,60m,2024-08-26 15:00:00,0.6784,-0.0002191,2024-08-26 19:00:00,0.6778,-0.0001757,-0.0006,-0.09%,88.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-26 18:00:00,0.6778,-0.0001819,-0.0019,-0.28%,88.00%
USDCAD,15m,2024-08-26 18:30:00,1.3477,-0.0000025,2024-08-26 19:00:00,1.3476,0.0000547,-0.0001,-0.00%,11.00%
USDCAD,60m,2024-08-26 16:00:00,1.3485,-0.0000274,2024-08-26 19:00:00,1.3476,-0.0000447,-0.0009,-0.06%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-26 18:00:00,1.3476,-0.0000927,-0.0137,-1.01%,11.00%
