Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-26 19:30:00,144.6260,0.0006286,2024-08-26 20:45:00,144.5790,-0.0102294,-0.0470,-0.03%,48.00%
USDJPY,60m,2024-08-26 06:00:00,144.0520,-0.0342213,2024-08-26 20:00:00,144.5790,0.1267014,0.5270,0.37%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-26 19:30:00,144.5790,0.1133772,-1.7460,-1.19%,48.00%
EURUSD,15m,2024-08-26 18:00:00,1.1178,0.0001278,2024-08-26 20:45:00,1.1163,-0.0000783,-0.0015,-0.13%,87.00%
EURUSD,60m,2024-08-26 15:00:00,1.1179,-0.0003981,2024-08-26 20:00:00,1.1163,-0.0003082,-0.0016,-0.15%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-26 19:30:00,1.1163,-0.0003921,-0.0039,-0.35%,87.00%
GBPUSD,15m,2024-08-26 18:00:00,1.3206,0.0000932,2024-08-26 20:45:00,1.3185,-0.0000872,-0.0021,-0.16%,93.00%
GBPUSD,60m,2024-08-26 15:00:00,1.3204,-0.0004348,2024-08-26 20:00:00,1.3185,-0.0004315,-0.0019,-0.15%,93.00%
GBPUSD,90m,2024-08-26 16:30:00,1.3199,-0.0004903,2024-08-26 19:30:00,1.3185,-0.0005707,-0.0014,-0.11%,93.00%
AUDUSD,15m,2024-08-26 19:45:00,0.6780,-0.0000255,2024-08-26 20:45:00,0.6773,-0.0000665,-0.0007,-0.10%,88.00%
AUDUSD,60m,2024-08-26 15:00:00,0.6784,-0.0002191,2024-08-26 20:00:00,0.6773,-0.0001986,-0.0011,-0.17%,88.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-26 19:30:00,0.6773,-0.0002352,-0.0024,-0.36%,88.00%
USDCAD,15m,2024-08-26 19:00:00,1.3478,0.0000688,2024-08-26 20:45:00,1.3482,0.0001677,0.0004,0.03%,11.00%
USDCAD,60m,2024-08-26 16:00:00,1.3485,-0.0000274,2024-08-26 20:00:00,1.3482,0.0000316,-0.0003,-0.02%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-26 19:30:00,1.3487,0.0000146,-0.0126,-0.93%,11.00%
