Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-27 02:00:00,144.9200,0.0476096,2024-08-27 02:45:00,144.6480,0.0149502,-0.2720,-0.19%,48.00%
USDJPY,60m,2024-08-26 20:00:00,144.5960,0.1277823,2024-08-27 02:00:00,144.6520,0.0852311,0.0560,0.04%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-27 01:30:00,144.6520,0.1098804,-1.6730,-1.14%,48.00%
EURUSD,15m,2024-08-27 00:00:00,1.1169,0.0000680,2024-08-27 02:45:00,1.1173,0.0000840,0.0004,0.03%,87.00%
EURUSD,60m,2024-08-26 15:00:00,1.1179,-0.0003980,2024-08-27 02:00:00,1.1173,-0.0001092,-0.0006,-0.06%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-27 01:30:00,1.1173,-0.0002834,-0.0029,-0.26%,87.00%
GBPUSD,15m,2024-08-27 00:30:00,1.3193,0.0000915,2024-08-27 02:45:00,1.3194,0.0000672,0.0001,0.01%,93.00%
GBPUSD,60m,2024-08-26 15:00:00,1.3204,-0.0004347,2024-08-27 02:00:00,1.3194,-0.0002488,-0.0010,-0.08%,93.00%
GBPUSD,90m,2024-08-26 16:30:00,1.3199,-0.0004903,2024-08-27 01:30:00,1.3194,-0.0004870,-0.0005,-0.04%,93.00%
AUDUSD,15m,2024-08-27 02:15:00,0.6778,-0.0000056,2024-08-27 02:45:00,0.6780,0.0000736,0.0001,0.02%,87.00%
AUDUSD,60m,2024-08-26 17:00:00,0.6784,-0.0001826,2024-08-27 02:00:00,0.6780,-0.0001636,-0.0005,-0.07%,87.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-27 01:30:00,0.6780,-0.0002244,-0.0018,-0.26%,87.00%
USDCAD,15m,2024-08-27 01:45:00,1.3486,0.0000423,2024-08-27 02:45:00,1.3481,-0.0000064,-0.0005,-0.04%,11.00%
USDCAD,60m,2024-08-23 19:00:00,1.3513,-0.0009164,2024-08-27 02:00:00,1.3481,0.0002472,-0.0032,-0.24%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-27 01:30:00,1.3481,0.0001930,-0.0132,-0.97%,11.00%
