Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-27 02:00:00,144.9200,0.0476096,2024-08-27 02:15:00,144.7580,0.0402228,-0.1620,-0.11%,48.00%
USDJPY,60m,2024-08-26 20:00:00,144.5960,0.1277823,2024-08-27 02:00:00,144.7580,0.0919959,0.1620,0.11%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-27 01:30:00,144.7580,0.1166453,-1.5670,-1.07%,48.00%
EURUSD,15m,2024-08-27 00:00:00,1.1169,0.0000680,2024-08-27 02:15:00,1.1169,0.0000258,0.0000,0.00%,87.00%
EURUSD,60m,2024-08-26 15:00:00,1.1179,-0.0003980,2024-08-27 02:00:00,1.1169,-0.0001331,-0.0010,-0.09%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-27 01:30:00,1.1169,-0.0003073,-0.0033,-0.29%,87.00%
GBPUSD,15m,2024-08-27 00:30:00,1.3193,0.0000915,2024-08-27 02:15:00,1.3190,-0.0000102,-0.0003,-0.02%,93.00%
GBPUSD,60m,2024-08-26 15:00:00,1.3204,-0.0004347,2024-08-27 02:00:00,1.3190,-0.0002744,-0.0014,-0.11%,93.00%
GBPUSD,90m,2024-08-26 16:30:00,1.3199,-0.0004903,2024-08-27 01:30:00,1.3190,-0.0005125,-0.0009,-0.07%,93.00%
AUDUSD,15m,2024-08-27 01:15:00,0.6776,0.0000194,2024-08-27 02:15:00,0.6775,-0.0000261,-0.0000,-0.01%,87.00%
AUDUSD,60m,2024-08-26 17:00:00,0.6784,-0.0001826,2024-08-27 02:00:00,0.6775,-0.0001929,-0.0009,-0.14%,87.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-27 01:30:00,0.6775,-0.0002537,-0.0022,-0.33%,87.00%
USDCAD,15m,2024-08-27 01:45:00,1.3486,0.0000423,2024-08-27 02:15:00,1.3482,0.0000219,-0.0005,-0.03%,11.00%
USDCAD,60m,2024-08-23 19:00:00,1.3513,-0.0009164,2024-08-27 02:00:00,1.3482,0.0002517,-0.0031,-0.23%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-27 01:30:00,1.3482,0.0001974,-0.0131,-0.97%,11.00%
