Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-26 02:30:00,143.8120,-0.0061109,2024-08-26 04:15:00,143.9140,0.0223234,0.1020,0.07%,48.00%
USDJPY,60m,2024-08-23 14:00:00,146.2470,0.0232208,2024-08-26 04:00:00,143.9180,-0.0998751,-2.3290,-1.59%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-26 03:00:00,143.9180,-0.2091326,-2.4070,-1.64%,48.00%
EURUSD,15m,2024-08-26 03:30:00,1.1196,-0.0000228,2024-08-26 04:15:00,1.1191,-0.0000773,-0.0005,-0.04%,90.00%
EURUSD,60m,2024-08-26 01:00:00,1.1198,0.0004681,2024-08-26 04:00:00,1.1191,0.0001290,-0.0008,-0.07%,90.00%
EURUSD,90m,2024-08-21 18:00:00,1.1176,0.0001520,2024-08-26 03:00:00,1.1191,0.0005748,0.0015,0.13%,90.00%
GBPUSD,15m,2024-08-26 02:15:00,1.3221,0.0001126,2024-08-26 04:15:00,1.3209,-0.0000835,-0.0012,-0.09%,93.00%
GBPUSD,60m,2024-08-23 21:00:00,1.3218,0.0008174,2024-08-26 04:00:00,1.3209,0.0000111,-0.0009,-0.07%,93.00%
GBPUSD,90m,2024-08-23 15:00:00,1.3221,0.0006112,2024-08-26 03:00:00,1.3209,0.0005428,-0.0012,-0.09%,93.00%
AUDUSD,15m,2024-08-26 03:00:00,0.6791,-0.0000112,2024-08-26 04:15:00,0.6786,-0.0000715,-0.0005,-0.07%,89.00%
AUDUSD,60m,2024-08-23 21:00:00,0.6798,0.0007357,2024-08-26 04:00:00,0.6786,0.0000166,-0.0012,-0.17%,89.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-26 03:00:00,0.6786,0.0005411,-0.0011,-0.16%,89.00%
USDCAD,15m,2024-08-26 03:45:00,1.3509,0.0000158,2024-08-26 04:15:00,1.3509,0.0000313,0.0000,0.00%,12.00%
USDCAD,60m,2024-08-22 22:00:00,1.3615,0.0003834,2024-08-26 04:00:00,1.3509,0.0000312,-0.0106,-0.78%,12.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-26 03:00:00,1.3509,-0.0004566,-0.0104,-0.77%,12.00%
