Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-09-05 18:30:00,143.3570,-0.0331068,2024-09-05 23:30:00,143.4010,0.0023981,0.0440,0.03%,34.00%
USDJPY,60m,2024-09-05 15:00:00,143.9120,0.0690581,2024-09-05 23:00:00,143.4010,0.0531142,-0.5110,-0.36%,34.00%
USDJPY,90m,2024-09-02 15:00:00,147.0110,0.0646878,2024-09-05 22:30:00,143.4010,0.0773329,-3.6100,-2.46%,34.00%
EURUSD,15m,2024-09-05 21:45:00,1.1115,0.0000395,2024-09-05 23:30:00,1.1114,-0.0000210,-0.0001,-0.01%,74.00%
EURUSD,60m,2024-09-05 14:00:00,1.1110,0.0001097,2024-09-05 23:00:00,1.1114,0.0000674,0.0004,0.03%,74.00%
EURUSD,90m,2024-09-05 12:00:00,1.1117,0.0003272,2024-09-05 22:30:00,1.1114,0.0001011,-0.0004,-0.03%,74.00%
GBPUSD,15m,2024-09-05 20:30:00,1.3176,-0.0000072,2024-09-05 23:30:00,1.3178,-0.0000382,0.0002,0.01%,90.00%
GBPUSD,60m,2024-09-05 14:00:00,1.3175,0.0001206,2024-09-05 23:00:00,1.3178,0.0000493,0.0003,0.02%,90.00%
GBPUSD,90m,2024-09-04 16:30:00,1.3150,0.0005653,2024-09-05 22:30:00,1.3178,0.0001207,0.0028,0.21%,90.00%
AUDUSD,15m,2024-09-05 22:00:00,0.6744,0.0000632,2024-09-05 23:30:00,0.6740,-0.0000185,-0.0003,-0.05%,69.00%
AUDUSD,60m,2024-09-05 14:00:00,0.6741,0.0001429,2024-09-05 23:00:00,0.6740,0.0001191,-0.0000,-0.01%,69.00%
AUDUSD,90m,2024-09-04 13:30:00,0.6733,0.0004000,2024-09-05 22:30:00,0.6740,0.0002157,0.0007,0.11%,69.00%
USDCAD,15m,2024-09-05 22:15:00,1.3505,-0.0000795,2024-09-05 23:30:00,1.3503,-0.0000148,-0.0002,-0.01%,14.00%
USDCAD,60m,2024-09-05 15:00:00,1.3518,0.0001601,2024-09-05 23:00:00,1.3503,-0.0000251,-0.0015,-0.11%,14.00%
USDCAD,90m,2024-09-05 15:00:00,1.3523,0.0000376,2024-09-05 22:30:00,1.3503,-0.0000147,-0.0020,-0.15%,14.00%
