Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-26 19:30:00,144.6260,-0.0003078,2024-08-27 01:30:00,144.7220,0.0238240,0.0960,0.07%,48.00%
USDJPY,60m,2024-08-26 20:00:00,144.5960,0.1277823,2024-08-27 01:00:00,144.7220,0.0852459,0.1260,0.09%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-27 01:30:00,144.7220,0.1143481,-1.6030,-1.10%,48.00%
EURUSD,15m,2024-08-27 00:00:00,1.1169,0.0000680,2024-08-27 01:30:00,1.1164,0.0000171,-0.0005,-0.04%,87.00%
EURUSD,60m,2024-08-26 15:00:00,1.1179,-0.0003980,2024-08-27 01:00:00,1.1164,-0.0001833,-0.0015,-0.13%,87.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-27 01:30:00,1.1164,-0.0003391,-0.0038,-0.33%,87.00%
GBPUSD,15m,2024-08-27 00:30:00,1.3193,0.0000915,2024-08-27 01:30:00,1.3186,0.0000177,-0.0007,-0.06%,93.00%
GBPUSD,60m,2024-08-26 15:00:00,1.3204,-0.0004347,2024-08-27 01:00:00,1.3186,-0.0003016,-0.0018,-0.14%,93.00%
GBPUSD,90m,2024-08-26 16:30:00,1.3199,-0.0004903,2024-08-27 01:30:00,1.3186,-0.0005403,-0.0013,-0.10%,93.00%
AUDUSD,15m,2024-08-27 01:15:00,0.6776,0.0000194,2024-08-27 01:30:00,0.6770,-0.0000096,-0.0006,-0.08%,87.00%
AUDUSD,60m,2024-08-26 17:00:00,0.6784,-0.0001826,2024-08-27 01:00:00,0.6770,-0.0002049,-0.0014,-0.21%,87.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-27 01:30:00,0.6770,-0.0002859,-0.0027,-0.40%,87.00%
USDCAD,15m,2024-08-26 22:30:00,1.3486,0.0001199,2024-08-27 01:30:00,1.3484,0.0000067,-0.0002,-0.02%,11.00%
USDCAD,60m,2024-08-23 19:00:00,1.3513,-0.0009164,2024-08-27 01:00:00,1.3484,0.0002436,-0.0029,-0.22%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-27 01:30:00,1.3483,0.0002096,-0.0130,-0.95%,11.00%
