Ticker,Interval,LAST PEAK DATE,LAST PEAK PRICE,LAST PEAK MACD,RECENT PRICE DATE,RECENT PRICE,RECENT MACD,PRICE CHANGE,PERCENTAGE CHANGE,SHORT %
USDJPY,15m,2024-08-26 19:30:00,144.6260,0.0006286,2024-08-26 21:30:00,144.5280,-0.0178215,-0.0980,-0.07%,48.00%
USDJPY,60m,2024-08-26 14:00:00,144.4070,0.0935919,2024-08-26 21:00:00,144.5240,0.1183801,0.1170,0.08%,48.00%
USDJPY,90m,2024-08-22 16:30:00,146.3250,0.1571932,2024-08-26 21:00:00,144.5240,0.1144709,-1.8010,-1.23%,48.00%
EURUSD,15m,2024-08-26 18:00:00,1.1178,0.0001278,2024-08-26 21:30:00,1.1163,-0.0000530,-0.0015,-0.13%,88.00%
EURUSD,60m,2024-08-26 15:00:00,1.1179,-0.0003981,2024-08-26 21:00:00,1.1163,-0.0003058,-0.0016,-0.15%,88.00%
EURUSD,90m,2024-08-26 00:00:00,1.1202,0.0008235,2024-08-26 21:00:00,1.1163,-0.0004085,-0.0039,-0.35%,88.00%
GBPUSD,15m,2024-08-26 18:00:00,1.3206,0.0000932,2024-08-26 21:30:00,1.3185,-0.0000808,-0.0021,-0.16%,93.00%
GBPUSD,60m,2024-08-26 15:00:00,1.3204,-0.0004348,2024-08-26 21:00:00,1.3185,-0.0004337,-0.0019,-0.15%,93.00%
GBPUSD,90m,2024-08-26 16:30:00,1.3199,-0.0004903,2024-08-26 21:00:00,1.3185,-0.0005984,-0.0014,-0.11%,93.00%
AUDUSD,15m,2024-08-26 21:15:00,0.6773,-0.0000843,2024-08-26 21:30:00,0.6771,-0.0000941,-0.0002,-0.03%,88.00%
AUDUSD,60m,2024-08-26 15:00:00,0.6784,-0.0002191,2024-08-26 21:00:00,0.6771,-0.0002197,-0.0013,-0.20%,88.00%
AUDUSD,90m,2024-08-23 19:30:00,0.6797,0.0009689,2024-08-26 21:00:00,0.6771,-0.0002688,-0.0026,-0.39%,88.00%
USDCAD,15m,2024-08-26 19:00:00,1.3478,0.0000688,2024-08-26 21:30:00,1.3488,0.0002375,0.0010,0.07%,11.00%
USDCAD,60m,2024-08-26 16:00:00,1.3485,-0.0000274,2024-08-26 21:00:00,1.3488,0.0001540,0.0003,0.03%,11.00%
USDCAD,90m,2024-08-22 21:00:00,1.3613,0.0004905,2024-08-26 21:00:00,1.3488,0.0001062,-0.0125,-0.92%,11.00%
